timestamp,tx,ty,tz,qx,qy,qz,qw
1403638522.077829361,0.262688399,-0.489509219,-0.051463001,0.041396230,0.824351762,0.053329567,0.562037794
1403638522.127829552,0.292353467,-0.438357036,-0.061444633,0.003131474,0.829075699,0.021799472,0.558702480
1403638522.177829504,0.309899383,-0.446826866,-0.054915838,0.005111824,0.828751307,0.017648319,0.559315365
1403638522.227829695,0.326848865,-0.470361199,-0.047559002,0.004525541,0.826742945,0.015678449,0.562343141
1403638522.277829409,0.345113731,-0.486927740,-0.037210651,0.003545128,0.823523214,0.011555415,0.567153789
1403638522.327829599,0.362619079,-0.510711082,-0.023418466,0.002461097,0.820410799,0.008633920,0.571704048
1403638522.377829552,0.383974552,-0.525476198,-0.007748333,0.001620065,0.818254153,0.004491862,0.574836794
1403638522.427829504,0.403354947,-0.549475095,0.010211849,0.000463569,0.818101718,0.000299609,0.575073278
1403638522.477829456,0.423297830,-0.559774205,0.029838050,0.000723807,0.819085885,-0.006433547,0.573634377
1403638522.527829647,0.444424311,-0.583477677,0.049165256,0.001561903,0.821027944,-0.011062102,0.570778683
1403638522.577829361,0.466173529,-0.591818034,0.068832913,0.003219102,0.822013492,-0.018669322,0.569152802
1403638522.627829552,0.488054457,-0.615047049,0.088673420,0.002582377,0.821483581,-0.021867184,0.569806883
1403638522.677829504,0.509384949,-0.637766575,0.108868696,-0.000946545,0.819315443,-0.022547085,0.572898715
1403638522.727829695,0.531564527,-0.663181406,0.129534343,-0.005414016,0.816410121,-0.022666466,0.577002110
1403638522.777829409,0.549227489,-0.668998037,0.152276218,-0.006815767,0.813155369,-0.026630033,0.581397224
1403638522.827829599,0.573411481,-0.693664777,0.173884645,-0.007321977,0.810126575,-0.032199461,0.585324282
1403638522.877829552,0.590578634,-0.703556121,0.196065145,-0.004097907,0.807298097,-0.039741147,0.588789971
1403638522.927829504,0.617330255,-0.725944729,0.217092674,-0.001252647,0.804373658,-0.045254162,0.592396413
1403638522.977829456,0.641569235,-0.738003028,0.234192578,0.001755031,0.801722015,-0.047757004,0.595783517
1403638523.027829647,0.670661995,-0.758828276,0.249393044,0.003126273,0.799927526,-0.049022251,0.598082769
1403638523.077829361,0.693022858,-0.766021629,0.259300016,0.004791564,0.798981506,-0.048660480,0.599364457
1403638523.127829552,0.723891678,-0.786561431,0.265271999,0.004454626,0.798368820,-0.048648964,0.600183857
1403638523.177829504,0.737644783,-0.800134633,0.269820634,0.007484768,0.797959510,-0.046563935,0.600863044
1403638523.227829695,0.770447958,-0.818901994,0.264191053,0.007838476,0.796727214,-0.042816608,0.602769478
1403638523.277829409,0.803415594,-0.837556698,0.251743041,0.008121219,0.795170584,-0.036512190,0.605231071
1403638523.327829599,0.836363822,-0.857622846,0.233302934,0.009002421,0.794071436,-0.033157963,0.606852585
1403638523.377829552,0.854785021,-0.879449637,0.216140649,0.012741196,0.793907632,-0.030461870,0.607141176
1403638523.427829504,0.888715339,-0.899485675,0.189947737,0.012117702,0.794960801,-0.028226915,0.605882602
1403638523.477829456,0.901678551,-0.901991950,0.166669795,0.011516205,0.798202668,-0.025962718,0.601719050
1403638523.527829647,0.937703073,-0.921454573,0.137031629,0.009987622,0.802487897,-0.022489540,0.596160752
1403638523.577829361,0.947686613,-0.923174851,0.113574537,0.009501565,0.808224635,-0.019248448,0.588482929
1403638523.627829552,0.984809310,-0.941982540,0.083091874,0.008584210,0.813495191,-0.015231096,0.581308781
1403638523.677829504,0.992248813,-0.942916049,0.054068164,0.008333595,0.818290784,-0.012862516,0.574600121
1403638523.727829695,1.029540809,-0.961793672,0.024414492,0.007319467,0.821089701,-0.010692597,0.570652081
1403638523.777829409,1.038560624,-0.978504188,0.001535550,0.009113124,0.823368133,-0.007712727,0.567382043
1403638523.827829599,1.076464545,-0.998352691,-0.026111232,0.008292012,0.824000826,-0.006698641,0.566488313
1403638523.877829552,1.087315614,-1.003122485,-0.055795645,0.006893499,0.824331291,-0.004107711,0.566050819
1403638523.927829504,1.125820004,-1.022868942,-0.080000576,0.004676576,0.824073691,0.001030082,0.566462373
1403638523.977829456,1.126630010,-1.029826082,-0.103570069,0.002760772,0.825219267,0.006125352,0.564772538
1403638524.027829647,1.162990141,-1.050144999,-0.119286487,-0.001270445,0.826515479,0.010543952,0.562813800
1403638524.077829361,1.163799760,-1.066773687,-0.130442679,-0.003485082,0.829528887,0.014061743,0.558275870
1403638524.127829552,1.198894350,-1.088991618,-0.133665459,-0.006186320,0.832026922,0.015273406,0.554490446
1403638524.177829504,1.226290262,-1.109824818,-0.132123825,-0.007384259,0.834288692,0.013506669,0.551112893
1403638524.227829695,1.260777532,-1.132618901,-0.121625992,-0.007903744,0.835355855,0.010821562,0.549546195
1403638524.277829409,1.295187323,-1.155265533,-0.106219054,-0.007511316,0.835115641,0.007946092,0.549965732
1403638524.327829599,1.329748256,-1.178453324,-0.087432035,-0.006660339,0.834036201,0.003484090,0.551658514
1403638524.377829552,1.342078471,-1.194949523,-0.065353145,-0.005182686,0.832405000,-0.000556322,0.554143254
1403638524.427829504,1.375622211,-1.218398583,-0.043272785,-0.003872189,0.829374926,-0.004139890,0.558663673
1403638524.477829456,1.361843966,-1.224115219,-0.015955670,-0.002902177,0.826119476,-0.006469595,0.563450382
1403638524.527829647,1.395867346,-1.250644454,0.009687182,-0.002848684,0.821470728,-0.007989077,0.570187603
1403638524.577829361,1.374926078,-1.253500275,0.036392818,-0.001353070,0.817659550,-0.008460550,0.575638297
1403638524.627829552,1.404039290,-1.278628993,0.060871294,0.001898032,0.813809985,-0.006905073,0.581086935
1403638524.677829504,1.385643959,-1.290590218,0.086683063,0.005303941,0.811415871,-0.002633159,0.584439235
1403638524.727829695,1.415291854,-1.315815032,0.101058719,0.007915716,0.809103682,0.003603104,0.587601558
1403638524.777829409,1.445951254,-1.341060484,0.111554157,0.011109130,0.807234687,0.011310616,0.590017641
1403638524.827829599,1.473176497,-1.373769396,0.145003823,0.014826770,0.805683191,0.017845684,0.591892130
1403638524.877829552,1.463652687,-1.366710809,0.151412607,0.015692694,0.805512706,0.015689309,0.592162870
1403638524.927829504,1.495609892,-1.391583494,0.151256990,0.015491724,0.804924274,0.013383342,0.593024288
1403638524.977829456,1.485875539,-1.393394281,0.150677215,0.014277584,0.804541115,0.009611606,0.593647506
1403638525.027829647,1.518776781,-1.416960724,0.139955721,0.012823452,0.803253601,0.009744557,0.595419394
1403638525.077829361,1.508691464,-1.418552430,0.127666424,0.011402806,0.802453450,0.012609555,0.596472494
1403638525.127829552,1.540451068,-1.441820503,0.105234582,0.009451956,0.801559712,0.014362947,0.597667461
1403638525.177829504,1.520103750,-1.435261988,0.089306422,0.007678955,0.801902371,0.015039338,0.597216408
1403638525.227829695,1.551437864,-1.457230027,0.059495250,0.005471765,0.802720669,0.015667403,0.596124248
1403638525.277829409,1.547206891,-1.464618106,0.033543853,0.004045629,0.805418137,0.015228525,0.592497552
1403638525.327829599,1.578982726,-1.486648688,-0.000724830,0.002090593,0.809421667,0.014640031,0.587041620
1403638525.377829552,1.611516930,-1.513185529,-0.035393768,0.000960633,0.814813784,0.012629751,0.579584389
1403638525.427829504,1.618168389,-1.530475075,-0.062882833,0.000243714,0.821279120,0.008858974,0.570457768
1403638525.477829456,1.600686834,-1.524537701,-0.090442003,0.001501306,0.827931273,0.003190887,0.560818483
1403638525.527829647,1.629818289,-1.545062161,-0.123448811,0.002296044,0.833202134,-0.000768938,0.552963236
1403638525.577829361,1.560388938,-1.501912610,-0.137016652,0.003500397,0.837636112,-0.004378292,0.546199892
1403638525.627829552,1.571814589,-1.519359449,-0.158086529,0.005229866,0.839731770,-0.005228243,0.542951074
1403638525.677829504,1.482610681,-1.477185788,-0.160538562,0.006124561,0.841322658,-0.006278872,0.540462072
1403638525.727829695,1.507179397,-1.495049665,-0.183899608,0.009095143,0.840811558,-0.004472781,0.541233033
1403638525.777829409,1.510186276,-1.503857366,-0.206238983,0.012545031,0.839535102,-0.002725744,0.543153757
1403638525.827829599,1.533969590,-1.522047984,-0.225202674,0.015293005,0.837598245,0.000791865,0.546072043
1403638525.877829552,1.558181052,-1.539686354,-0.241886327,0.017359598,0.835638280,0.005459912,0.548978596
1403638525.927829504,1.583606550,-1.555489145,-0.256121663,0.018585034,0.834442941,0.010741529,0.550676124
1403638525.977829456,1.596124602,-1.561084661,-0.265465502,0.019045809,0.834452806,0.014361820,0.550562903
1403638526.027829647,1.622429523,-1.571369875,-0.274596047,0.019611736,0.834914886,0.017255804,0.549758810
1403638526.077829361,1.641937876,-1.576664214,-0.278557139,0.022331843,0.836049396,0.019183822,0.547863739
1403638526.127829552,1.668917175,-1.581748825,-0.283573686,0.027143589,0.837155596,0.020265303,0.545914875
1403638526.177829504,1.688227553,-1.579792844,-0.281469847,0.032074609,0.837820581,0.021194397,0.544590388
1403638526.227829695,1.716205960,-1.581419415,-0.282801101,0.037057623,0.837494486,0.022946170,0.544704683
1403638526.277829409,1.734384128,-1.576877254,-0.280516726,0.041680682,0.836257537,0.025333580,0.546163219
1403638526.327829599,1.763448195,-1.576310373,-0.280847896,0.046041344,0.834084451,0.026873135,0.549054787
1403638526.377829552,1.777525904,-1.564192810,-0.275089719,0.050737483,0.831616326,0.028481305,0.552294133
1403638526.427829504,1.806677383,-1.559057384,-0.271321514,0.055611337,0.828668863,0.029922635,0.556165380
1403638526.477829456,1.827749677,-1.551560175,-0.265328404,0.061732704,0.825838688,0.030606223,0.559680975
1403638526.527829647,1.858954383,-1.545993399,-0.267770404,0.067582727,0.822814365,0.031829621,0.563379066
1403638526.577829361,1.875630518,-1.528360959,-0.263870976,0.072833150,0.819817175,0.032805316,0.567026405
1403638526.627829552,1.907665015,-1.519107429,-0.267482837,0.077319248,0.816680103,0.035222514,0.570801819
1403638526.677829504,1.940788584,-1.508505896,-0.271625814,0.081432241,0.814038951,0.038308595,0.573795981
1403638526.727829695,1.817246513,-1.438796051,-0.194481868,0.092678308,0.812282831,0.043550534,0.574204393
1403638526.777829409,1.825113533,-1.412033791,-0.182674611,0.095153152,0.810914308,0.049613125,0.575241167
1403638526.827829599,1.855415221,-1.394874906,-0.186974595,0.097020879,0.809962066,0.054860129,0.575794032
1403638526.877829552,1.871161855,-1.368347786,-0.184302210,0.098942408,0.810127234,0.057738136,0.574952670
1403638526.927829504,1.901206048,-1.352551232,-0.188989950,0.101934498,0.811000857,0.059567985,0.573008398
1403638526.977829456,1.898801528,-1.318956146,-0.176745331,0.106124680,0.812986474,0.061860455,0.569178206
1403638527.027829647,1.926547347,-1.304462487,-0.180910286,0.112697825,0.814745998,0.065259601,0.565003844
1403638527.077829361,1.896247326,-1.253481472,-0.156906294,0.119983532,0.816817857,0.068751801,0.560076539
1403638527.127829552,1.920364664,-1.240403928,-0.159440834,0.128215455,0.817476350,0.072584694,0.556798596
1403638527.177829504,1.922582670,-1.218872287,-0.149752775,0.135667951,0.817309566,0.076573365,0.554739398
1403638527.227829695,1.942973720,-1.209970500,-0.151210360,0.143170719,0.815637475,0.081665440,0.554588506
1403638527.277829409,1.942638125,-1.192917417,-0.142025911,0.149357704,0.813280310,0.088742503,0.555330695
1403638527.327829599,1.958286071,-1.190809312,-0.143074697,0.154490455,0.810270554,0.096964368,0.556949046
1403638527.377829552,1.946966268,-1.175819111,-0.102807330,0.157756376,0.807256514,0.104763326,0.558994179
1403638527.427829504,1.958313467,-1.182546318,-0.103713359,0.160560430,0.804814824,0.111328307,0.560445765
1403638527.477829456,1.951735116,-1.183962854,-0.093389227,0.162196857,0.803485167,0.115423093,0.561053718
1403638527.527829647,1.953194267,-1.205481506,-0.094953620,0.164069303,0.802594164,0.118453773,0.561152899
1403638527.577829361,1.942593695,-1.219602432,-0.087043264,0.164294714,0.802747865,0.119059581,0.560738735
1403638527.627829552,1.944872751,-1.244447768,-0.089514201,0.163764646,0.802954190,0.118897376,0.560632788
1403638527.677829504,1.922301003,-1.263383136,-0.080292446,0.160939195,0.803779901,0.117491036,0.560564272
1403638527.727829695,1.920558171,-1.294311417,-0.082931536,0.157642337,0.804482592,0.115830306,0.560838651
1403638527.777829409,1.909160271,-1.325250321,-0.081596921,0.154739690,0.805783103,0.112433403,0.560471184
1403638527.827829599,1.905605672,-1.359800708,-0.082995731,0.153002185,0.807471509,0.106376320,0.559700073
1403638527.877829552,1.891332767,-1.393620109,-0.076927216,0.151119002,0.809271646,0.098859121,0.558989557
1403638527.927829504,1.887281380,-1.430246545,-0.076690558,0.149630367,0.810187686,0.092920087,0.559081857
1403638527.977829456,1.867708739,-1.463559884,-0.068173211,0.147068440,0.810505530,0.089727367,0.559821989
1403638528.027829647,1.863063921,-1.500532828,-0.067805589,0.144043833,0.810116196,0.087756910,0.561481832
1403638528.077829361,1.846269476,-1.533170331,-0.062695283,0.140514802,0.809927737,0.084041063,0.563213770
1403638528.127829552,1.841520367,-1.569487415,-0.064115739,0.136861372,0.810144940,0.079775518,0.564420064
1403638528.177829504,1.824754703,-1.600997841,-0.060989471,0.132646074,0.811162700,0.075335003,0.564574823
1403638528.227829695,1.817451999,-1.633638523,-0.063995561,0.128223812,0.812340791,0.069592856,0.564639644
1403638528.277829409,1.796543321,-1.658725887,-0.061847516,0.123200374,0.813555067,0.063559047,0.564721230
1403638528.327829599,1.785705685,-1.684851069,-0.065649819,0.119078544,0.814123650,0.059552838,0.565222472
1403638528.377829552,1.765747124,-1.705452026,-0.066286557,0.116020194,0.813885493,0.057510760,0.566411716
1403638528.427829504,1.753447456,-1.724843878,-0.069892566,0.114290965,0.813312600,0.058707679,0.567462420
1403638528.477829456,1.741538010,-1.747084548,-0.072559810,0.114227552,0.813273486,0.060433776,0.567350035
1403638528.527829647,1.728937006,-1.761919427,-0.075487097,0.116154527,0.813845350,0.061707564,0.566000043
1403638528.577829361,1.705619227,-1.774359310,-0.073048382,0.119574358,0.814730861,0.062243813,0.563951509
1403638528.627829552,1.692780109,-1.786041377,-0.075200319,0.124390428,0.815167608,0.061586474,0.562348557
1403638528.677829504,1.663189025,-1.791670665,-0.068853496,0.127799985,0.815231535,0.061538672,0.561495948
1403638528.727829695,1.650910597,-1.799390766,-0.067837164,0.130607210,0.814648579,0.064367689,0.561378883
1403638528.777829409,1.636955634,-1.809529058,-0.064799354,0.133464820,0.813763625,0.067345446,0.561640895
1403638528.827829599,1.640906625,-1.824065833,-0.062453031,0.136822009,0.812750872,0.066790923,0.562365300
1403638528.877829552,1.569916044,-1.801777130,-0.031436900,0.139108619,0.812712603,0.062785049,0.562321131
1403638528.927829504,1.567912787,-1.807903198,-0.023583248,0.143281337,0.811971434,0.059942467,0.562654201
1403638528.977829456,1.564037651,-1.817752891,-0.012277208,0.146406247,0.811831825,0.056531760,0.562404178
1403638529.027829647,1.564115495,-1.825604796,0.001697564,0.147885932,0.812230709,0.055064954,0.561586037
1403638529.077829361,1.571196232,-1.838973525,0.010800332,0.147741867,0.812657781,0.058542709,0.560653567
1403638529.127829552,1.583812669,-1.854332531,0.017755793,0.144984574,0.813310716,0.066694155,0.559515006
1403638529.177829504,1.588349402,-1.865747305,0.026601241,0.141332555,0.814302081,0.075797383,0.557845845
1403638529.227829695,1.576831445,-1.869240031,0.049646004,0.138601067,0.815322839,0.082140534,0.556139681
1403638529.277829409,1.588776111,-1.888026343,0.049860371,0.136433936,0.816772252,0.087300598,0.553757595
1403638529.327829599,1.603933619,-1.906620511,0.047675808,0.134635405,0.819047145,0.089714245,0.550442038
1403638529.377829552,1.615861586,-1.922209398,0.041810409,0.132716202,0.822474917,0.090719065,0.545611099
1403638529.427829504,1.633460043,-1.937151672,0.034426010,0.131290571,0.827066459,0.090183753,0.539064699
1403638529.477829456,1.642707161,-1.954881149,0.026582564,0.131341769,0.832597178,0.087912116,0.530850957
1403638529.527829647,1.619510056,-1.955561697,0.035410419,0.130319203,0.838170703,0.084872758,0.522765141
1403638529.577829361,1.658948316,-1.972765400,0.053766671,0.127121011,0.842427584,0.083351534,0.516922175
1403638529.627829552,1.659614904,-1.984624184,0.047076805,0.125980857,0.845324212,0.084171572,0.512319184
1403638529.677829504,1.644441186,-1.990431777,0.045784892,0.124776989,0.846350437,0.084611479,0.510844925
1403638529.727829695,1.647407752,-2.002814702,0.036917525,0.124311262,0.845361567,0.084456088,0.512618474
1403638529.777829409,1.647535665,-2.014450764,0.027702653,0.124429473,0.842688083,0.085163629,0.516857095
1403638529.827829599,1.647330715,-2.025371052,0.019965455,0.125101216,0.839232145,0.084728272,0.522360232
1403638529.877829552,1.634299134,-2.017768266,0.009484872,0.125152453,0.836406330,0.084975936,0.526821037
1403638529.927829504,1.602655849,-2.019014635,0.004659988,0.124017642,0.834879657,0.084857047,0.529523242
1403638529.977829456,1.596388918,-2.025512224,0.000473102,0.124477379,0.834198171,0.085027457,0.530461238
1403638530.027829647,1.585818396,-2.023119080,-0.012968268,0.124448335,0.834578508,0.085754659,0.529752266
1403638530.077829361,1.433812519,-1.920598106,0.024753875,0.113394707,0.836371632,0.079312851,0.530408903
1403638530.127829552,1.330869700,-1.876902245,0.055659336,0.111687047,0.837659734,0.077761567,0.528966267
1403638530.177829504,1.321047542,-1.872799940,0.052000474,0.114380434,0.837949070,0.078348257,0.527844696
1403638530.227829695,1.230704377,-1.847255386,0.081049110,0.119592010,0.837120701,0.081596615,0.527511777
1403638530.277829409,1.218787213,-1.854716648,0.078315777,0.122720133,0.836459992,0.082643611,0.527678390
1403638530.327829599,1.208449758,-1.859891747,0.075437664,0.126040523,0.835829422,0.083343233,0.527784870
1403638530.377829552,1.197698748,-1.865858971,0.073218949,0.128392563,0.835266961,0.085809829,0.527713110
1403638530.427829504,1.187254735,-1.870723127,0.071424444,0.130531343,0.834836908,0.087155675,0.527648362
1403638530.477829456,1.176892645,-1.877031118,0.070303405,0.132854805,0.834605086,0.086428039,0.527554874
1403638530.527829647,1.167692691,-1.882051577,0.069559388,0.134988999,0.834245812,0.085194743,0.527781916
1403638530.577829361,1.157938615,-1.888199891,0.069212879,0.136771506,0.834258145,0.086335929,0.527117643
1403638530.627829552,1.149962852,-1.893659833,0.068845439,0.138164158,0.835257803,0.087140280,0.525034894
1403638530.677829504,1.143881934,-1.897796871,0.065757676,0.139815771,0.836945400,0.087344914,0.521866663
1403638530.727829695,1.136095137,-1.904049171,0.065035700,0.141265528,0.838734872,0.087177225,0.518621245
1403638530.777829409,1.130232657,-1.913054579,0.062822736,0.141953933,0.840038759,0.087289821,0.516298801
1403638530.827829599,1.122311871,-1.919831889,0.062343219,0.142280353,0.840600224,0.087045669,0.515335440
1403638530.877829552,1.113893183,-1.927285539,0.062474155,0.141919530,0.840615051,0.085692984,0.515637369
1403638530.927829504,1.105839300,-1.934695104,0.063097857,0.142095702,0.839700437,0.085115540,0.517172440
1403638530.977829456,1.095483048,-1.942751498,0.064375530,0.142305005,0.838368739,0.085145084,0.519266269
1403638531.027829647,1.087125059,-1.950612174,0.065184136,0.142030575,0.837071753,0.084444815,0.521543162
1403638531.077829361,1.075511962,-1.957751041,0.067365228,0.141201820,0.835093050,0.086704800,0.524560694
1403638531.127829552,1.066963559,-1.966394472,0.069980280,0.140734275,0.833627911,0.087518956,0.526876459
1403638531.177829504,1.055012509,-1.973023437,0.072976702,0.139318267,0.833205507,0.088025516,0.527835687
1403638531.227829695,1.045517577,-1.980821780,0.074280130,0.138467119,0.833644795,0.089932567,0.527043970
1403638531.277829409,1.035320904,-1.993191235,0.076593239,0.138289124,0.831998894,0.091164597,0.529474243
1403638531.327829599,1.025678807,-2.001350307,0.078323243,0.138903599,0.829885014,0.091304754,0.532597499
1403638531.377829552,1.013541432,-2.007644080,0.081557420,0.138960033,0.830706458,0.091538172,0.531260438
1403638531.427829504,1.003631042,-2.014519018,0.083523101,0.138846385,0.830699663,0.092306933,0.531167752
1403638531.477829456,0.991235789,-2.024713921,0.087168313,0.139696948,0.829654617,0.092051885,0.532620343
1403638531.527829647,0.980707829,-2.031874800,0.089058561,0.139654971,0.829843099,0.092244669,0.532304275
1403638531.577829361,0.967666255,-2.041267089,0.091916310,0.139094418,0.830053809,0.092930796,0.532003086
1403638531.627829552,0.956313883,-2.048356707,0.093993065,0.139190562,0.830035711,0.092956217,0.532001736
1403638531.677829504,0.944701057,-2.055546452,0.096028106,0.140236305,0.830020153,0.092465663,0.531836842
1403638531.727829695,0.932782825,-2.062214835,0.098206496,0.140194069,0.830061994,0.093160766,0.531661341
1403638531.777829409,0.916343651,-2.074544850,0.101844896,0.140781466,0.829953191,0.093081801,0.531689813
1403638531.827829599,0.903709276,-2.081322643,0.103948720,0.140800958,0.830007453,0.093483078,0.531529521
1403638531.877829552,0.887282896,-2.091926784,0.106943618,0.141200756,0.829972481,0.093566522,0.531463389
1403638531.927829504,0.873785120,-2.098673347,0.109064287,0.141489094,0.829918335,0.093731938,0.531442111
1403638531.977829456,0.854096196,-2.110540766,0.112519904,0.141737007,0.829966542,0.094132688,0.531229891
1403638532.027829647,0.839749479,-2.117507987,0.114493126,0.142138115,0.829879440,0.094032673,0.531276507
1403638532.077829361,0.817753486,-2.128570114,0.118540311,0.142159509,0.829979936,0.094703499,0.530994564
1403638532.127829552,0.802289491,-2.135534285,0.120593022,0.142785983,0.829879302,0.094391069,0.531039389
1403638532.177829504,0.775915036,-2.147380552,0.125881832,0.142770200,0.830000791,0.095091645,0.530728684
1403638532.227829695,0.759460672,-2.154359857,0.127911192,0.143248253,0.829951248,0.094999933,0.530693769
1403638532.277829409,0.729454748,-2.167635362,0.134380705,0.143508465,0.830028403,0.095452832,0.530421462
